project_id,project_name,project_description,domain_bucket,pre-requisites,toolkits_used
CYB014,Secure Software Development Lifecycle (SDLC),Integrate security practices and controls into the software development lifecycle (SDLC) to identify and mitigate security vulnerabilities at each stage of software development.,Cybersecurity,"Knowledge of SDLC methodologies, secure coding practices, and threat modeling","Jira, GitLab, OWASP SAMM"
CYB015,Zero Trust Architecture Implementation,"Implement a Zero Trust Architecture (ZTA) model to enforce strict access controls, micro-segmentation, and continuous monitoring to prevent lateral movement of threats.",Cybersecurity,"Understanding of Zero Trust principles, network segmentation, and identity-based access controls","Google BeyondCorp, Palo Alto Networks Prisma Access, Microsoft Zero Trust Security"
CYB016,Digital Forensics and Incident Response (DFIR),"Perform digital forensics investigations and incident response activities to collect, analyze, and preserve digital evidence for legal and security purposes.",Cybersecurity,"Knowledge of digital forensics tools, evidence handling procedures, and incident response frameworks","Autopsy, Volatility, SIFT Workstation"
CYB017,Cybersecurity Awareness and Training Program,"Develop and deliver cybersecurity awareness and training programs to educate employees, raise security awareness, and promote best practices for cyber hygiene.",Cybersecurity,"Understanding of cybersecurity awareness strategies, training methodologies, and adult learning principles","SANS Security Awareness, KnowBe4, PhishMe"
CYB018,Secure Internet of Things (IoT) Deployment,"Implement security controls and protocols to secure IoT devices, networks, and platforms, addressing vulnerabilities and mitigating risks associated with IoT deployments.",Cybersecurity,"Knowledge of IoT architectures, communication protocols, and IoT security standards","IoT Security Frameworks, MQTT, Zigbee Security"
CYB019,Blockchain Security and Smart Contract Auditing,"Audit smart contracts, assess blockchain network security, and implement security best practices to protect digital assets, prevent fraud, and ensure trust in blockchain-based systems.",Cybersecurity,"Understanding of blockchain technology, smart contract languages, and cryptography","Solidity, Truffle Suite, MythX"
CYB020,Secure Containerization and Orchestration,"Implement secure containerization and orchestration platforms to isolate applications, enforce access controls, and protect sensitive data in containerized environments.",Cybersecurity,"Knowledge of containerization technologies, container security principles, and orchestration tools","Docker, Kubernetes, Istio"
CYB021,Cyber Threat Hunting and Analysis,"Proactively hunt for cyber threats, identify suspicious activities, and conduct in-depth analysis of security incidents to enhance threat detection and response capabilities.",Cybersecurity,"Understanding of threat hunting methodologies, security analytics, and threat intelligence sources","Splunk Enterprise Security, Elastic SIEM, ThreatQ"
CYB022,Cloud Security Posture Management (CSPM),"Implement CSPM solutions to assess, monitor, and remediate security risks in cloud environments, ensuring compliance with security policies and regulatory requirements.",Cybersecurity,"Knowledge of cloud security principles, configuration management, and compliance frameworks","AWS Config, Azure Security Center, Google Cloud Security Command Center"
CYB023,Threat Intelligence Platform (TIP) Integration,"Integrate threat intelligence platforms to aggregate, correlate, and analyze threat data from multiple sources, enabling proactive threat detection and response.",Cybersecurity,"Understanding of threat intelligence feeds, IOC analysis, and threat hunting techniques","MISP, ThreatConnect, Anomali"
CYB024,Data Loss Prevention (DLP) Implementation,"Deploy DLP solutions to monitor, detect, and prevent unauthorized data exfiltration, ensuring data security, compliance, and protection of sensitive information.",Cybersecurity,"Knowledge of data protection regulations, data classification policies, and encryption standards","Symantec DLP, McAfee DLP, Digital Guardian"
CYB025,Secure Remote Access Solutions,Implement secure remote access solutions to enable remote workers and external partners to access corporate resources securely while maintaining confidentiality and integrity of data.,Cybersecurity,"Understanding of remote access technologies, VPN protocols, and multi-factor authentication","OpenVPN, Palo Alto GlobalProtect, Microsoft DirectAccess"
CYB026,"Security Orchestration, Automation, and Response (SOAR)","Implement SOAR platforms to automate incident response workflows, orchestrate security processes, and enhance SOC efficiency in detecting and mitigating security threats.",Cybersecurity,"Understanding of incident response procedures, security automation frameworks, and threat intelligence feeds","Splunk Phantom, IBM Resilient, Palo Alto Cortex XSOAR"
CYB027,Cyber Range Simulation Exercises,"Conduct cyber range simulation exercises to train cybersecurity professionals, test incident response capabilities, and improve readiness against cyber attacks.",Cybersecurity,"Knowledge of cyber attack simulations, network defense strategies, and incident handling procedures","Cyberbit Range, Project Ares, National Cyber Range"
CYB028,Cloud Access Security Broker (CASB) Deployment,"Deploy CASB solutions to secure cloud applications, enforce data loss prevention policies, and monitor user activity across cloud environments.",Cybersecurity,"Understanding of cloud security architecture, CASB deployment models, and cloud access controls","Netskope, Microsoft Cloud App Security, Bitglass"
CYB029,Embedded Systems Security Assessment,"Conduct security assessments of embedded systems, IoT devices, and industrial control systems to identify vulnerabilities, assess risks, and implement security controls.",Cybersecurity,"Knowledge of embedded systems architecture, firmware analysis, and IoT security principles","IDA Pro, Ghidra, QEMU"
CYB030,Red Team and Blue Team Exercises,"Organize red team and blue team exercises to simulate real-world cyber attacks, improve defensive strategies, and enhance collaboration between offensive and defensive security teams.",Cybersecurity,"Understanding of penetration testing techniques, threat emulation, and incident response procedures","Cobalt Strike, Metasploit, Atomic Red Team"
CYB031,Blockchain Security Tokenization,"Implement security tokenization mechanisms to secure blockchain transactions, protect digital assets, and prevent unauthorized access to blockchain networks.",Cybersecurity,"Understanding of blockchain protocols, cryptographic hashing algorithms, and smart contract security","Ethereum, Hyperledger Fabric, Solidity"
CYB032,Mobile Device Management (MDM) Implementation,"Deploy MDM solutions to manage and secure mobile devices, enforce device policies, and protect corporate data on smartphones and tablets.",Cybersecurity,"Knowledge of mobile device security, BYOD policies, and mobile application management","VMware Workspace ONE, Microsoft Intune, MobileIron"
CYB033,Threat Emulation and Simulation Platforms,"Utilize threat emulation and simulation platforms to replicate advanced cyber threats, test security controls, and evaluate the effectiveness of security solutions.",Cybersecurity,"Understanding of threat modeling, attack simulation methodologies, and security assessment frameworks","Cymulate, AttackIQ, SafeBreach"
CYB034,Endpoint Detection and Response (EDR) Implementation,"Deploy EDR solutions to monitor endpoint activities, detect malicious behavior, and respond to security incidents in real-time to protect endpoints from cyber threats.",Cybersecurity,"Knowledge of endpoint security, threat hunting techniques, and incident response procedures","CrowdStrike Falcon, Carbon Black, SentinelOne"
CYB035,Security Token Service (STS) Implementation,"Implement STS solutions to manage security tokens, provide secure authentication and authorization mechanisms, and enable single sign-on across distributed systems.",Cybersecurity,"Understanding of federated identity management, OAuth, and SAML protocols","AWS IAM, Azure Active Directory, Keycloak"
CYB036,Cloud Workload Protection Platform (CWPP),"Deploy CWPP solutions to protect cloud workloads, detect and respond to threats, and ensure compliance with security policies in cloud-native environments.",Cybersecurity,"Knowledge of cloud security architecture, containerization technologies, and workload protection strategies","Trend Micro Cloud One, Symantec Cloud Workload Protection, Aqua Security"
CYB037,Secure Email Gateway (SEG) Deployment,"Deploy SEG solutions to protect against email-borne threats, including spam, malware, phishing, and ransomware attacks, and enforce email security policies.",Cybersecurity,"Understanding of email security protocols, threat intelligence feeds, and email filtering techniques","Proofpoint, Mimecast, Barracuda Email Security Gateway"
CYB038,Digital Rights Management (DRM) Implementation,"Implement DRM solutions to protect digital content, enforce copyright restrictions, and prevent unauthorized access, copying, and distribution of digital assets.",Cybersecurity,"Knowledge of digital content protection mechanisms, encryption algorithms, and rights management standards","Microsoft Azure Rights Management, Adobe LiveCycle Rights Management, FileOpen DRM"
